nzz;ta;blick;20min;baz;az;bund;luz;südost;weltwoche;woz;watson
143694099006529_1304236419618952;177194474660_10154694463524661;62562538918_10154781397068919;;;;;;;;;
143694099006529_1304218659620728;177194474660_10154694367329661;62562538918_10154781319603919;;;;;;;;;
143694099006529_1304224482953479;177194474660_10154694409074661;62562538918_10154781239853919;;;;;;;;;
143694099006529_1304239672951960;177194474660_10154694390299661;62562538918_10154781143803919;;;;;;;;;
143694099006529_1304189699623624;177194474660_10154694210499661;62562538918_10154781055698919;;;;;;;;;
143694099006529_1304103622965565;177194474660_10154694027639661;62562538918_10154780927708919;;;;;;;;;
143694099006529_1304167216292539;177194474660_10154693843529661;62562538918_10154780804693919;;;;;;;;;
143694099006529_1304140746295186;177194474660_10154693303679661;62562538918_10154780753773919;;;;;;;;;
143694099006529_1304136049628989;177194474660_10154693751269661;62562538918_10154780679208919;;;;;;;;;
143694099006529_1304112949631299;177194474660_10154693735629661;62562538918_10154780574933919;;;;;;;;;
143694099006529_1304085599634034;177194474660_10154693579384661;62562538918_10154780489933919;;;;;;;;;
143694099006529_1304073759635218;177194474660_10154693488514661;62562538918_10154780444718919;;;;;;;;;
143694099006529_1304066416302619;177194474660_10154693448364661;62562538918_10154780400448919;;;;;;;;;
143694099006529_1303457263030201;177194474660_10154693401519661;62562538918_10154780379603919;;;;;;;;;
143694099006529_1303441286365132;177194474660_10154693278349661;62562538918_10154779943048919;;;;;;;;;
143694099006529_1303453749697219;177194474660_10154690131114661;62562538918_10154779935108919;;;;;;;;;
143694099006529_1303463283029599;177194474660_10154691357364661;62562538918_10154777747553919;;;;;;;;;
143694099006529_1303476596361601;177194474660_10154690586229661;62562538918_10154778893708919;;;;;;;;;
143694099006529_1303444626364798;177194474660_10154691261449661;62562538918_10154778817178919;;;;;;;;;
143694099006529_1303424989700095;177194474660_10154691310384661;62562538918_10154778733908919;;;;;;;;;
143694099006529_1303069383068989;177194474660_10154690977914661;62562538918_10154778647753919;;;;;;;;;
143694099006529_1303094713066456;177194474660_10154690740319661;62562538918_10154778571343919;;;;;;;;;
143694099006529_1303035846405676;177194474660_10154690614114661;62562538918_10154778480673919;;;;;;;;;
143694099006529_1302948629747731;177194474660_10154690768029661;62562538918_10154778398523919;;;;;;;;;
143694099006529_1303101576399103;177194474660_10154690578624661;62562538918_10154778173153919;;;;;;;;;
143694099006529_1303038169738777;177194474660_10154690516239661;62562538918_10154778070613919;;;;;;;;;
143694099006529_1303125283063399;177194474660_10154690479604661;62562538918_10154777977923919;;;;;;;;;
143694099006529_1302942906414970;177194474660_10154690136959661;62562538918_10154777894158919;;;;;;;;;
143694099006529_1303087859733808;177194474660_10154690325749661;62562538918_10154777813558919;;;;;;;;;
143694099006529_1303048059737788;177194474660_10154690144074661;62562538918_10154777728508919;;;;;;;;;
143694099006529_1302867553089172;177194474660_10154690113809661;62562538918_10154777577888919;;;;;;;;;
143694099006529_1303024813073446;177194474660_10154690067744661;62562538918_10154777450128919;;;;;;;;;
143694099006529_1302941303081797;177194474660_10154689953049661;62562538918_10154777357128919;;;;;;;;;
143694099006529_1302937826415478;177194474660_10154689934719661;62562538918_10154777332563919;;;;;;;;;
143694099006529_1302935213082406;177194474660_10154689892719661;62562538918_10154777308198919;;;;;;;;;
143694099006529_1302912909751303;177194474660_10154689651114661;62562538918_10154777282218919;;;;;;;;;
143694099006529_1302926363083291;177194474660_10154687557274661;62562538918_10154777201918919;;;;;;;;;
143694099006529_1302910503084877;177194474660_10154687700504661;62562538918_10154777141088919;;;;;;;;;
143694099006529_1302905233085404;177194474660_10154687150754661;62562538918_10154776992663919;;;;;;;;;
143694099006529_1302884373087490;177194474660_10154687534119661;62562538918_10154775539778919;;;;;;;;;
143694099006529_1302841436425117;177194474660_10154687491394661;62562538918_10154775415523919;;;;;;;;;
143694099006529_1302859276423333;177194474660_10154687386054661;62562538918_10154775229263919;;;;;;;;;
143694099006529_1302822213093706;177194474660_10154687255554661;62562538918_10154775128028919;;;;;;;;;
143694099006529_1302843746424886;177194474660_10154687243284661;62562538918_10154774870893919;;;;;;;;;
143694099006529_1302829089759685;177194474660_10154687199754661;62562538918_10154774759153919;;;;;;;;;
143694099006529_1302820146427246;177194474660_10154687131399661;62562538918_10154774661833919;;;;;;;;;
143694099006529_1302196773156250;177194474660_10154687059599661;62562538918_10154774231548919;;;;;;;;;
143694099006529_1302008199841774;177194474660_10154686876744661;62562538918_10154774267553919;;;;;;;;;
143694099006529_1301863799856214;177194474660_10154686901909661;62562538918_10154773910313919;;;;;;;;;
143694099006529_1302336179808976;177194474660_10154686820634661;62562538918_10154773855678919;;;;;;;;;
143694099006529_1302193799823214;177194474660_10154686758649661;62562538918_10154773906993919;;;;;;;;;
143694099006529_1302115126497748;177194474660_10154686534389661;62562538918_10154773625333919;;;;;;;;;
143694099006529_1302157459826848;177194474660_10154686486294661;62562538918_10154773548378919;;;;;;;;;
143694099006529_1302132406496020;177194474660_10154686464079661;62562538918_10154773340923919;;;;;;;;;
143694099006529_1302167049825889;177194474660_10154686501939661;62562538918_10154773329148919;;;;;;;;;
143694099006529_1302137879828806;177194474660_10154686455289661;62562538918_10154773325738919;;;;;;;;;
143694099006529_1302110223164905;177194474660_10154686399274661;62562538918_10154773322318919;;;;;;;;;
143694099006529_1302108236498437;177194474660_10154686309504661;62562538918_10154773150993919;;;;;;;;;
143694099006529_1301997116509549;177194474660_10154686223459661;62562538918_10154773119373919;;;;;;;;;
143694099006529_1302088586500402;177194474660_10154686051229661;62562538918_10154772215138919;;;;;;;;;
143694099006529_1301896273186300;177194474660_10154684184954661;62562538918_10154772106713919;;;;;;;;;
143694099006529_1301957523180175;177194474660_10154684168424661;62562538918_10154772046878919;;;;;;;;;
143694099006529_1301945773181350;177194474660_10154684100809661;62562538918_10154771978328919;;;;;;;;;
143694099006529_1301942003181727;177194474660_10154684133929661;62562538918_10154771725278919;;;;;;;;;
143694099006529_1301973543178573;177194474660_10154683961914661;62562538918_10154771613688919;;;;;;;;;
143694099006529_1301938189848775;177194474660_10154683952009661;62562538918_10154771517418919;;;;;;;;;
143694099006529_1301897276519533;177194474660_10154683830329661;62562538918_10154771460403919;;;;;;;;;
143694099006529_1301870643188863;177194474660_10154683667279661;62562538918_10154771396988919;;;;;;;;;
143694099006529_1301883596520901;177194474660_10154683714509661;62562538918_10154771387913919;;;;;;;;;
143694099006529_1301882989854295;177194474660_10154683458089661;62562538918_10154771218178919;;;;;;;;;
143694099006529_1301878929854701;177194474660_10154683481049661;62562538918_10154771073323919;;;;;;;;;
143694099006529_1301876676521593;177194474660_10154683388769661;62562538918_10154771024953919;;;;;;;;;
143694099006529_1301849759857618;177194474660_10154683344859661;62562538918_10154770969303919;;;;;;;;;
143694099006529_1301841973191730;177194474660_10154683306749661;62562538918_10154770915423919;;;;;;;;;
143694099006529_1301838506525410;177194474660_10154683090049661;62562538918_10154770852708919;;;;;;;;;
143694099006529_1301138436595417;177194474660_10154683068829661;62562538918_10154770760088919;;;;;;;;;
143694099006529_1301104283265499;177194474660_10154683015344661;62562538918_10154770668248919;;;;;;;;;
143694099006529_1300990523276875;177194474660_10154683047709661;62562538918_10154770581748919;;;;;;;;;
143694099006529_1300896293286298;177194474660_10154683039564661;62562538918_10154770474293919;;;;;;;;;
143694099006529_1300924913283436;177194474660_10154682969534661;62562538918_10154770421203919;;;;;;;;;
143694099006529_1301017033274224;177194474660_10154682769674661;62562538918_10154770379123919;;;;;;;;;
143694099006529_1300915229951071;177194474660_10154682716124661;62562538918_10154770338048919;;;;;;;;;
143694099006529_1300885423287385;177194474660_10154681098504661;62562538918_10154770318608919;;;;;;;;;
143694099006529_1301049863270941;177194474660_10154681091639661;62562538918_10154769281678919;;;;;;;;;
143694099006529_1300997909942803;177194474660_10154681080734661;62562538918_10154769210993919;;;;;;;;;
143694099006529_1301065313269396;177194474660_10154680661714661;62562538918_10154769136663919;;;;;;;;;
143694099006529_1301029126606348;177194474660_10154680682319661;62562538918_10154769060343919;;;;;;;;;
143694099006529_1300881879954406;177194474660_10154680339704661;62562538918_10154768984028919;;;;;;;;;
143694099006529_1301008573275070;177194474660_10154680352249661;62562538918_10154768913713919;;;;;;;;;
143694099006529_1301000669942527;177194474660_10154680197329661;62562538918_10154768837418919;;;;;;;;;
143694099006529_1300939609948633;177194474660_10154680176959661;62562538918_10154768536668919;;;;;;;;;
143694099006529_1300932023282725;177194474660_10154680001139661;62562538918_10154768409488919;;;;;;;;;
143694099006529_1300913989951195;177194474660_10154679974554661;62562538918_10154768332568919;;;;;;;;;
143694099006529_1300885673287360;177194474660_10154679908229661;62562538918_10154768173963919;;;;;;;;;
143694099006529_1300866109955983;177194474660_10154679785654661;62562538918_10154768097543919;;;;;;;;;
143694099006529_1300859316623329;177194474660_10154679753859661;62562538918_10154767882818919;;;;;;;;;
143694099006529_1300868189955775;177194474660_10154679710604661;62562538918_10154767823643919;;;;;;;;;
143694099006529_1300852083290719;177194474660_10154679534874661;62562538918_10154767755643919;;;;;;;;;
143694099006529_1300844703291457;177194474660_10154679523999661;62562538918_10154767680198919;;;;;;;;;
143694099006529_1300838733292054;177194474660_10154679182849661;62562538918_10154767606613919;;;;;;;;;
143694099006529_1300826343293293;177194474660_10154679301479661;62562538918_10154767528303919;;;;;;;;;
143694099006529_1300806663295261;177194474660_10154679211769661;62562538918_10154767458163919;;;;;;;;;
143694099006529_1300102043365723;177194474660_10154679197774661;62562538918_10154767401128919;;;;;;;;;
143694099006529_1300417076667553;177194474660_10154679171929661;62562538918_10154766793333919;;;;;;;;;
143694099006529_1298049386904322;177194474660_10154679122384661;62562538918_10154766787523919;;;;;;;;;
143694099006529_1300370370005557;177194474660_10154677119039661;62562538918_10154765940508919;;;;;;;;;
143694099006529_1300194843356443;177194474660_10154677053834661;62562538918_10154765864308919;;;;;;;;;
143694099006529_1300293186679942;177194474660_10154676560194661;62562538918_10154765797273919;;;;;;;;;
143694099006529_1300168426692418;177194474660_10154677087519661;62562538918_10154765724418919;;;;;;;;;
143694099006529_1300271133348814;177194474660_10154676873204661;62562538918_10154765532888919;;;;;;;;;
143694099006529_1300083460034248;177194474660_10154676415024661;62562538918_10154765180948919;;;;;;;;;
143694099006529_1300027443373183;177194474660_10154677069774661;62562538918_10154765111803919;;;;;;;;;
143694099006529_1300140386695222;177194474660_10154676859134661;62562538918_10154765006523919;;;;;;;;;
143694099006529_1300116716697589;177194474660_10154676836554661;62562538918_10154762189618919;;;;;;;;;
143694099006529_1300005926708668;177194474660_10154676775334661;62562538918_10154764751998919;;;;;;;;;
143694099006529_1299900190052575;177194474660_10154676429504661;62562538918_10154764625448919;;;;;;;;;
143694099006529_1299975483378379;177194474660_10154676333359661;62562538918_10154764446613919;;;;;;;;;
143694099006529_1300013566707904;177194474660_10154676280374661;62562538918_10154764390383919;;;;;;;;;
143694099006529_1300000273375900;177194474660_10154676263809661;62562538918_10154764337163919;;;;;;;;;
143694099006529_1299949016714359;177194474660_10154676321324661;62562538918_10154764222268919;;;;;;;;;
143694099006529_1298053400237254;177194474660_10154676192129661;62562538918_10154764120843919;;;;;;;;;
143694099006529_1299917896717471;177194474660_10154675930944661;62562538918_10154764048583919;;;;;;;;;
143694099006529_1299924593383468;177194474660_10154675874409661;62562538918_10154763960258919;;;;;;;;;
143694099006529_1299892060053388;177194474660_10154675862909661;62562538918_10154762689243919;;;;;;;;;
143694099006529_1299889890053605;177194474660_10154675858344661;62562538918_10154762593328919;;;;;;;;;
143694099006529_1299884826720778;177194474660_10154675836624661;62562538918_10154762558043919;;;;;;;;;
143694099006529_1299846123391315;177194474660_10154675823299661;62562538918_10154762471763919;;;;;;;;;
143694099006529_1299112326798028;177194474660_10154675683919661;62562538918_10154762372908919;;;;;;;;;
143694099006529_1299261606783100;177194474660_10154675644849661;62562538918_10154762229458919;;;;;;;;;
143694099006529_1294835340559060;177194474660_10154673257349661;62562538918_10154762066528919;;;;;;;;;
143694099006529_1299023423473585;177194474660_10154673029404661;62562538918_10154762004208919;;;;;;;;;
143694099006529_1299094853466442;177194474660_10154673176254661;62562538918_10154761952638919;;;;;;;;;
143694099006529_1299015470141047;177194474660_10154673285599661;62562538918_10154761843748919;;;;;;;;;
143694099006529_1299026703473257;177194474660_10154673282114661;62562538918_10154761796608919;;;;;;;;;
143694099006529_1299032546806006;177194474660_10154673006464661;62562538918_10154761703873919;;;;;;;;;
143694099006529_1298968693479058;177194474660_10154672848304661;62562538918_10154761624053919;;;;;;;;;
143694099006529_1298983060144288;177194474660_10154672753204661;62562538918_10154761545033919;;;;;;;;;
143694099006529_1298866510155943;177194474660_10154672623714661;62562538918_10154761101478919;;;;;;;;;
143694099006529_1298935943482333;177194474660_10154672327584661;62562538918_10154761404158919;;;;;;;;;
143694099006529_1298887010153893;177194474660_10154672408649661;62562538918_10154761345883919;;;;;;;;;
143694099006529_1298872596822001;177194474660_10154672178439661;62562538918_10154761266813919;;;;;;;;;
143694099006529_1294788367230424;177194474660_10154672035139661;62562538918_10154761238728919;;;;;;;;;
143694099006529_1298826890159905;177194474660_10154671924034661;62562538918_10154761168338919;;;;;;;;;
143694099006529_1298846336824627;177194474660_10154671827559661;62562538918_10154761146453919;;;;;;;;;
143694099006529_1298818966827364;177194474660_10154671753634661;62562538918_10154761108368919;;;;;;;;;
143694099006529_1298809113495016;177194474660_10154671612419661;62562538918_10154761040188919;;;;;;;;;
143694099006529_1298053690237225;177194474660_10154669808219661;62562538918_10154760962598919;;;;;;;;;
143694099006529_1298761303499797;177194474660_10154669618059661;62562538918_10154760870778919;;;;;;;;;
143694099006529_1298337460208848;177194474660_10154669595994661;62562538918_10154760756448919;;;;;;;;;
143694099006529_1297744670268127;177194474660_10154669679874661;62562538918_10154760717368919;;;;;;;;;
143694099006529_1298069880235606;177194474660_10154668825799661;62562538918_10154760661628919;;;;;;;;;
143694099006529_1297938970248697;177194474660_10154669524134661;62562538918_10154759488073919;;;;;;;;;
143694099006529_1297937320248862;177194474660_10154669440059661;62562538918_10154759362988919;;;;;;;;;
143694099006529_1298028936906367;177194474660_10154669296949661;62562538918_10154759294838919;;;;;;;;;
143694099006529_1297805713595356;177194474660_10154669226519661;62562538918_10154759264463919;;;;;;;;;
143694099006529_1297940123581915;177194474660_10154669200699661;62562538918_10154759193518919;;;;;;;;;
143694099006529_1297996280242966;177194474660_10154669144294661;62562538918_10154759126303919;;;;;;;;;
143694099006529_1297805753595352;177194474660_10154668994584661;62562538918_10154759036258919;;;;;;;;;
143694099006529_1297906236918637;177194474660_10154669025594661;62562538918_10154758965823919;;;;;;;;;
143694099006529_1297881516921109;177194474660_10154668976494661;62562538918_10154758890098919;;;;;;;;;
143694099006529_1297826683593259;177194474660_10154668827139661;62562538918_10154758817138919;;;;;;;;;
143694099006529_1297915023584425;177194474660_10154668724734661;62562538918_10154758642413919;;;;;;;;;
143694099006529_1297899020252692;177194474660_10154668585569661;62562538918_10154758565868919;;;;;;;;;
143694099006529_1297780030264591;177194474660_10154666278699661;62562538918_10154758430173919;;;;;;;;;
143694099006529_1297775200265074;177194474660_10154666171004661;62562538918_10154758357608919;;;;;;;;;
143694099006529_1297746720267922;177194474660_10154665416764661;62562538918_10154758267553919;;;;;;;;;
143694099006529_1297735256935735;177194474660_10154666031999661;62562538918_10154758176983919;;;;;;;;;
143694099006529_1297744260268168;177194474660_10154665875959661;62562538918_10154758141148919;;;;;;;;;
143694099006529_1297731580269436;177194474660_10154665819434661;62562538918_10154754970663919;;;;;;;;;
143694099006529_1297690176940243;177194474660_10154665446159661;62562538918_10154758036453919;;;;;;;;;
143694099006529_1297722160270378;177194474660_10154665750274661;62562538918_10154758022243919;;;;;;;;;
143694099006529_1297693456939915;177194474660_10154665839634661;62562538918_10154757972343919;;;;;;;;;
143694099006529_1297684033607524;177194474660_10154665536204661;62562538918_10154757913178919;;;;;;;;;
143694099006529_1297656030276991;177194474660_10154665378619661;62562538918_10154757830598919;;;;;;;;;
143694099006529_1296875827021678;177194474660_10154665499704661;62562538918_10154757798943919;;;;;;;;;
143694099006529_1297003370342257;177194474660_10154665367934661;62562538918_10154757700888919;;;;;;;;;
143694099006529_1297015517007709;177194474660_10154665550084661;62562538918_10154757572878919;;;;;;;;;
143694099006529_1296742893701638;177194474660_10154665149714661;62562538918_10154757501728919;;;;;;;;;
143694099006529_1296884600354134;177194474660_10154665344994661;62562538918_10154757419828919;;;;;;;;;
143694099006529_1296997887009472;177194474660_10154664957819661;62562538918_10154757387838919;;;;;;;;;
143694099006529_1297047610337833;177194474660_10154665018894661;62562538918_10154757286143919;;;;;;;;;
143694099006529_1296996217009639;177194474660_10154664895059661;62562538918_10154756967313919;;;;;;;;;
143694099006529_1296983757010885;177194474660_10154664790824661;62562538918_10154756959178919;;;;;;;;;
143694099006529_1296894623686465;177194474660_10154664671354661;;;;;;;;;;
143694099006529_1296798097029451;177194474660_10154664598399661;;;;;;;;;;
143694099006529_1296866573689270;177194474660_10154664502014661;;;;;;;;;;
143694099006529_1296826553693272;177194474660_10154661265339661;;;;;;;;;;
143694099006529_1296740400368554;177194474660_10154661562289661;;;;;;;;;;
143694099006529_1296780807031180;177194474660_10154661770824661;;;;;;;;;;
143694099006529_1296778633698064;177194474660_10154661761514661;;;;;;;;;;
143694099006529_1296770427032218;177194474660_10154661280579661;;;;;;;;;;
143694099006529_1296723537036907;177194474660_10154661420799661;;;;;;;;;;
143694099006529_1296711703704757;177194474660_10154661817219661;;;;;;;;;;
143694099006529_1296706873705240;177194474660_10154661683289661;;;;;;;;;;
143694099006529_1296696197039641;177194474660_10154661639269661;;;;;;;;;;
143694099006529_1296693800373214;177194474660_10154661590929661;;;;;;;;;;
143694099006529_1296689397040321;177194474660_10154661148929661;;;;;;;;;;
143694099006529_1296625727046688;177194474660_10154661078779661;;;;;;;;;;
143694099006529_1296599910382603;177194474660_10154661048919661;;;;;;;;;;
143694099006529_1296597963716131;177194474660_10154661133129661;;;;;;;;;;
143694099006529_1296336290408965;177194474660_10154660968194661;;;;;;;;;;
143694099006529_1295788640463730;177194474660_10154660892474661;;;;;;;;;;
143694099006529_1295805760462018;177194474660_10154660869539661;;;;;;;;;;
143694099006529_1295782670464327;177194474660_10154660867124661;;;;;;;;;;
143694099006529_1296011423774785;177194474660_10154660705764661;;;;;;;;;;
143694099006529_1295923960450198;177194474660_10154660645569661;;;;;;;;;;
143694099006529_1296001397109121;177194474660_10154658502999661;;;;;;;;;;
143694099006529_1295942540448340;177194474660_10154658394209661;;;;;;;;;;
143694099006529_1295939353781992;177194474660_10154658465139661;;;;;;;;;;
143694099006529_1295786367130624;177194474660_10154658372549661;;;;;;;;;;
143694099006529_1295911313784796;177194474660_10154658450384661;;;;;;;;;;
143694099006529_1295909080451686;177194474660_10154658363154661;;;;;;;;;;
143694099006529_1295830077126253;177194474660_10154658102564661;;;;;;;;;;
143694099006529_1295868363789091;177194474660_10154657999954661;;;;;;;;;;
143694099006529_1295874050455189;177194474660_10154657820259661;;;;;;;;;;
143694099006529_1295792457130015;177194474660_10154657779394661;;;;;;;;;;
143694099006529_1295782050464389;177194474660_10154657514749661;;;;;;;;;;
143694099006529_1295771140465480;177194474660_10154657568589661;;;;;;;;;;
143694099006529_1295706337138627;177194474660_10154657346149661;;;;;;;;;;
143694099006529_1295742700468324;177194474660_10154657342379661;;;;;;;;;;
143694099006529_1295735550469039;177194474660_10154657333654661;;;;;;;;;;
143694099006529_1295739577135303;177194474660_10154657252674661;;;;;;;;;;
143694099006529_1295731420469452;177194474660_10154657181639661;;;;;;;;;;
143694099006529_1295700717139189;177194474660_10154657146084661;;;;;;;;;;
143694099006529_1295716743804253;177194474660_10154656935439661;;;;;;;;;;
143694099006529_1295693227139938;177194474660_10154656905239661;;;;;;;;;;
143694099006529_1295679710474623;177194474660_10154656846769661;;;;;;;;;;
143694099006529_1295681527141108;177194474660_10154654529419661;;;;;;;;;;
143694099006529_1295677703808157;177194474660_10154654402579661;;;;;;;;;;
143694099006529_1295674990475095;177194474660_10154654375709661;;;;;;;;;;
143694099006529_1295646570477937;177194474660_10154654037894661;;;;;;;;;;
143694099006529_1295631963812731;177194474660_10154653779979661;;;;;;;;;;
143694099006529_1295604357148825;177194474660_10154653720184661;;;;;;;;;;
143694099006529_1295236053852322;177194474660_10154653570359661;;;;;;;;;;
143694099006529_1295205683855359;177194474660_10154653340519661;;;;;;;;;;
143694099006529_1294926403883287;177194474660_10154653208164661;;;;;;;;;;
143694099006529_1294869847222276;177194474660_10154653194984661;;;;;;;;;;
143694099006529_1294886403887287;177194474660_10154653123194661;;;;;;;;;;
143694099006529_1294767070565887;177194474660_10154653020109661;;;;;;;;;;
143694099006529_1294820077227253;177194474660_10154652854594661;;;;;;;;;;
143694099006529_1294908043885123;177194474660_10154652842039661;;;;;;;;;;
143694099006529_1294803097228951;177194474660_10154652706434661;;;;;;;;;;
143694099006529_1294826977226563;177194474660_10154650537859661;;;;;;;;;;
143694099006529_1294794603896467;177194474660_10154650547084661;;;;;;;;;;
143694099006529_1294778270564767;177194474660_10154650304699661;;;;;;;;;;
143694099006529_1294774200565174;177194474660_10154650242909661;;;;;;;;;;
143694099006529_1294748237234437;177194474660_10154650253904661;;;;;;;;;;
143694099006529_1294704543905473;177194474660_10154650130759661;;;;;;;;;;
143694099006529_1294683047240956;177194474660_10154650040509661;;;;;;;;;;
143694099006529_1294671103908817;177194474660_10154649679599661;;;;;;;;;;
143694099006529_1294680430574551;177194474660_10154649522769661;;;;;;;;;;
143694099006529_1294609227248338;177194474660_10154649438374661;;;;;;;;;;
143694099006529_1294608287248432;177194474660_10154649295774661;;;;;;;;;;
143694099006529_1294605390582055;177194474660_10154649227614661;;;;;;;;;;
143694099006529_1294576340584960;177194474660_10154648991439661;;;;;;;;;;
143694099006529_1294595693916358;177194474660_10154648988954661;;;;;;;;;;
143694099006529_1294594060583188;177194474660_10154648897214661;;;;;;;;;;
143694099006529_1294576440584950;177194474660_10154648963834661;;;;;;;;;;
143694099006529_1294555790587015;177194474660_10154648843719661;;;;;;;;;;
143694099006529_1294073567301904;177194474660_10154648781044661;;;;;;;;;;
143694099006529_1293679240674670;177194474660_10154645912779661;;;;;;;;;;
143694099006529_1293654914010436;177194474660_10154645866144661;;;;;;;;;;
143694099006529_1293627974013130;177194474660_10154645897629661;;;;;;;;;;
143694099006529_1293581684017759;177194474660_10154645815019661;;;;;;;;;;
143694099006529_1293665900676004;177194474660_10154645755319661;;;;;;;;;;
143694099006529_1293905423985385;177194474660_10154645476929661;;;;;;;;;;
143694099006529_1293829137326347;177194474660_10154645549269661;;;;;;;;;;
143694099006529_1293795380663056;177194474660_10154645436249661;;;;;;;;;;
143694099006529_1293783917330869;177194474660_10154645271094661;;;;;;;;;;
143694099006529_1293718367337424;177194474660_10154644822619661;;;;;;;;;;
143694099006529_1293585250684069;177194474660_10154645132264661;;;;;;;;;;
143694099006529_1293642260678368;177194474660_10154644975249661;;;;;;;;;;
143694099006529_1293610534014874;177194474660_10154644943924661;;;;;;;;;;
143694099006529_1293557340686860;177194474660_10154644920554661;;;;;;;;;;
143694099006529_1293566870685907;177194474660_10154644803859661;;;;;;;;;;
143694099006529_1293544134021514;177194474660_10154644679539661;;;;;;;;;;
143694099006529_1293383040704290;177194474660_10154644528599661;;;;;;;;;;
143694099006529_1293420517367209;177194474660_10154644435329661;;;;;;;;;;
143694099006529_1293414137367847;177194474660_10154644306654661;;;;;;;;;;
143694099006529_1293406777368583;177194474660_10154642303239661;;;;;;;;;;
143694099006529_1293375744038353;177194474660_10154642330064661;;;;;;;;;;
143694099006529_1293373040705290;177194474660_10154642292444661;;;;;;;;;;
143694099006529_1293354534040474;177194474660_10154642260719661;;;;;;;;;;
143694099006529_1293345810708013;177194474660_10154642255114661;;;;;;;;;;
143694099006529_1293335130709081;177194474660_10154642201274661;;;;;;;;;;
143694099006529_1293319780710616;177194474660_10154642046659661;;;;;;;;;;
143694099006529_1293299967379264;177194474660_10154641419529661;;;;;;;;;;
143694099006529_1293256974050230;177194474660_10154641211369661;;;;;;;;;;
143694099006529_1292492324126695;177194474660_10154641093464661;;;;;;;;;;
143694099006529_1292578170784777;177194474660_10154641015689661;;;;;;;;;;
143694099006529_1292551374120790;177194474660_10154641066404661;;;;;;;;;;
143694099006529_1292540927455168;177194474660_10154641188574661;;;;;;;;;;
143694099006529_1292444314131496;177194474660_10154641048224661;;;;;;;;;;
143694099006529_1292474707461790;177194474660_10154640984289661;;;;;;;;;;
143694099006529_1292485794127348;177194474660_10154640941959661;;;;;;;;;;
143694099006529_1292483070794287;177194474660_10154640803439661;;;;;;;;;;
143694099006529_1291343934241534;177194474660_10154640748649661;;;;;;;;;;
143694099006529_1292441904131737;177194474660_10154640720394661;;;;;;;;;;
143694099006529_1291546747554586;177194474660_10154640681194661;;;;;;;;;;
143694099006529_1292409580801636;177194474660_10154640568354661;;;;;;;;;;
143694099006529_1291270150915579;177194474660_10154639011039661;;;;;;;;;;
143694099006529_1291519267557334;177194474660_10154638993569661;;;;;;;;;;
143694099006529_1292311077478153;177194474660_10154639032339661;;;;;;;;;;
143694099006529_1291509150891679;177194474660_10154638646229661;;;;;;;;;;
143694099006529_1292308910811703;177194474660_10154638981264661;;;;;;;;;;
143694099006529_1291267927582468;177194474660_10154638264614661;;;;;;;;;;
143694099006529_1291547660887828;177194474660_10154638692684661;;;;;;;;;;
143694099006529_1291735067535754;177194474660_10154638525704661;;;;;;;;;;
143694099006529_1291267787582482;177194474660_10154638262189661;;;;;;;;;;
143694099006529_1291715520871042;177194474660_10154638338214661;;;;;;;;;;
143694099006529_1291630064212921;177194474660_10154638238639661;;;;;;;;;;
143694099006529_1291590804216847;177194474660_10154638225389661;;;;;;;;;;
143694099006529_1291591637550097;177194474660_10154638015644661;;;;;;;;;;
143694099006529_1291338394242088;177194474660_10154637713869661;;;;;;;;;;
143694099006529_1291544444221483;177194474660_10154637763294661;;;;;;;;;;
143694099006529_1291474974228430;177194474660_10154637736464661;;;;;;;;;;
143694099006529_1291470284228899;;;;;;;;;;;
143694099006529_1291374884238439;;;;;;;;;;;
143694099006529_1291320387577222;;;;;;;;;;;
143694099006529_1291372844238643;;;;;;;;;;;
143694099006529_1291316017577659;;;;;;;;;;;
143694099006529_1291283977580863;;;;;;;;;;;
143694099006529_1291267700915824;;;;;;;;;;;
143694099006529_1291264644249463;;;;;;;;;;;
143694099006529_1291264570916137;;;;;;;;;;;
143694099006529_1290478130994781;;;;;;;;;;;
143694099006529_1290436917665569;;;;;;;;;;;
143694099006529_1290623337646927;;;;;;;;;;;
143694099006529_1290513757657885;;;;;;;;;;;
143694099006529_1290390211003573;;;;;;;;;;;
143694099006529_1290442197665041;;;;;;;;;;;
143694099006529_1290470117662249;;;;;;;;;;;
143694099006529_1290392721003322;;;;;;;;;;;
143694099006529_1290428840999710;;;;;;;;;;;
143694099006529_1290391797670081;;;;;;;;;;;
143694099006529_1290369514338976;;;;;;;;;;;
143694099006529_1290056464370281;;;;;;;;;;;
143694099006529_1290260457683215;;;;;;;;;;;
143694099006529_1290114141031180;;;;;;;;;;;
143694099006529_1290135244362403;;;;;;;;;;;
143694099006529_1290106854365242;;;;;;;;;;;
143694099006529_1290065194369408;;;;;;;;;;;
143694099006529_1290033117705949;;;;;;;;;;;
143694099006529_1290017667707494;;;;;;;;;;;
143694099006529_1289992464376681;;;;;;;;;;;
143694099006529_1289936617715599;;;;;;;;;;;
143694099006529_1289895187719742;;;;;;;;;;;
143694099006529_1289863217722939;;;;;;;;;;;
143694099006529_1289772367732024;;;;;;;;;;;
143694099006529_1289635821079012;;;;;;;;;;;
143694099006529_1289585941084000;;;;;;;;;;;
143694099006529_1289550504420877;;;;;;;;;;;
143694099006529_1289445977764663;;;;;;;;;;;
